"","chapter","character","line"
"14230",31,"Eleanor Shellstrop","Hmm."
"14231",31,"Chidi Anagonye","I do have a stomachache."
"14232",31,"Chidi Anagonye","Why do I always have a stomachache?"
"14233",31,"Eleanor Shellstrop","Well, you just ate 50 pounds of chili, bro."
"14234",31,"Eleanor Shellstrop","This one's on you."
"14235",31,"Eleanor Shellstrop","Look, I know the future seems bleak, but I have a plan."
"14236",31,"Eleanor Shellstrop","Come with me."
"14237",31,"Eleanor Shellstrop","Nah-uh-uh, leave that chili, weirdo."
"14238",31,"Michael","A complete account of every single thing we've done and learned."
"14239",31,"Janet","I added all the data we've gathered here on Earth in chart and graph form."
"14240",31,"Janet","And I added a pretty tasty little recipe for cinnamon rolls made out of pizza dough."
"14241",31,"Michael","Ha!"
"14242",31,"Michael","Maybe someone, some day, can learn from our mistakes and enact real change in the process of judging people."
"14243",31,"Michael","But for now, Janet, old friend, we are going to enjoy our time on Earth before we're retired."
"14244",31,"Janet","Hmm."
"14245",31,"Michael","So, let's get started."
"14246",31,"Michael","I know it's touristy, but I'd really like to visit a LensCrafters."
"14247",31,"Janet","Ooh!"
"14248",31,"Janet","And I'd like to get bangs."
"14249",31,"Michael","Hey, guys."
"14250",31,"Michael","It's really nice to see you."
"14251",31,"Michael","Um, is everything okay?"
"14252",31,"Michael","I mean, other than, you know, everything?"
"14253",31,"Chidi Anagonye","We've started to accept our fates."
"14254",31,"Chidi Anagonye","It's all chili under the bridge."
"14255",31,"Jason Mendoza","Good, you're all here."
"14256",31,"Jason Mendoza","Big news, everyone."
"14257",31,"Tahani Al-Jamil","We got married!"
"14258",31,"Jason Mendoza","We got tacos!"
"14259",31,"Jason Mendoza","Oh, oh yeah, yeah, we got married."
"14260",31,"Jason Mendoza","And then after we got married, we got tacos!"
"14261",31,"Janet","Wow!"
"14262",31,"Janet","Wow, that's crazy!"
"14263",31,"Tahani Al-Jamil","Well, it's strictly platonic, of course."
"14264",31,"Tahani Al-Jamil","We only did it so I could legally give Jason half my money."
"14265",31,"Tahani Al-Jamil","We just popped over to the British Embassy and signed the papers."
"14266",31,"Eleanor Shellstrop","That's insane, but it's also, like, the 11th most insane thing to happen today, so who cares?"
"14267",31,"Eleanor Shellstrop","I need everyone to focus up."
"14268",31,"Eleanor Shellstrop","So, the four of us… the six of us, really, are doomed."
"14269",31,"Eleanor Shellstrop","Our fates are sealed."
"14270",31,"Eleanor Shellstrop","But I think we have one move left: we can try."
"14271",31,"Jason Mendoza","Try what?"
"14272",31,"Eleanor Shellstrop","Try to do good."
"14273",31,"Eleanor Shellstrop","That stupid little voice in my head told me to do something good today, and it was so annoying, but it also made a dork and his very untalented daughter super happy."
"14274",31,"Eleanor Shellstrop","Me trying, just a little bit, put some good out into the world."
"14275",31,"Eleanor Shellstrop","The six of us are not getting into the Good Place, but there are still people in this world that we care about."
"14276",31,"Eleanor Shellstrop","So I say, we try and help them be good people, try and help them get in."
"14277",31,"Eleanor Shellstrop","I mean, why not try?"
"14278",31,"Eleanor Shellstrop","It's better than not trying, right?"
"14279",31,"Tahani Al-Jamil","That's a lovely sentiment, Eleanor."
"14280",31,"Tahani Al-Jamil","Let's try."
"14281",31,"Tahani Al-Jamil","I'm in."
"14282",31,"Jason Mendoza","I'm in, too."
"14283",31,"Jason Mendoza","I'm gonna remember this day forever because of your dope speech."
"14284",31,"Jason Mendoza","And also because of the great tacos I had, and also because I got married, and I found out I was going to hell, and also I became a hundred-millionaire."
"14285",31,"Eleanor Shellstrop","All right, we get it."
"14286",31,"Eleanor Shellstrop","We get it."
"14287",31,"Michael","It goes without saying that we're in."
"14288",31,"Michael","Let's say it anyway."
"14289",31,"Janet","Okay."
"14290",31,"Michael","We're in."
"14291",31,"Janet","We're in."
"14292",31,"Michael","We're in."
"14293",31,"Michael","All right, you go."
"14294",31,"Janet","We're in."
"14295",31,"Michael","We're in."
"14296",31,"Michael","We're just so excited!"
"14297",31,"Janet","We're in!"
"14298",31,"Eleanor Shellstrop","What do you say, bud?"
"14299",31,"Eleanor Shellstrop","You wanna join the Soul Squad?"
"14300",31,"Eleanor Shellstrop","Try to save some souls?"
"14301",31,"Chidi Anagonye","Yeah, I'm in."
"14302",31,"Chidi Anagonye","But first, I have to go to the bathroom forever."
"14303",31,"Larry Hemsworth","There you are, my love."
"14304",31,"Larry Hemsworth","I was just on my way to the MRI lab, thought I heard your voice."
"14305",31,"Larry Hemsworth","Ready to go to the airport, start our lives together?"
"14306",31,"Eleanor Shellstrop","Go ahead, Tahani."
"14307",31,"Eleanor Shellstrop","We're rolling."
"14308",32,"Eleanor Shellstrop","Okay, okay, okay."
"14309",32,"Eleanor Shellstrop","Let's do sophomore year of high school."
"14310",32,"Eleanor Shellstrop","Uh, Nathan Burlingame."
"14311",32,"Janet","Didn't like you."
"14312",32,"Eleanor Shellstrop","Huh."
"14313",32,"Eleanor Shellstrop","Kylie Mansard?"
"14314",32,"Janet","Thought you were cool but intimidating."
"14315",32,"Eleanor Shellstrop","No way!"
"14316",32,"Eleanor Shellstrop","I thought she was intimidating."
"14317",32,"Eleanor Shellstrop","That's why I shoved her into that creek."
"14318",32,"Chidi Anagonye","Well, after my chili episode, I asked the administration for a one-year sabbatical, and good news… they fired me."
"14319",32,"Chidi Anagonye","So, I am free and easy!"
"14320",32,"Eleanor Shellstrop","Well, the rest of the Soul Squad is off helping Jason's dad."
"14321",32,"Eleanor Shellstrop","Who are we saving?"
"14322",32,"Eleanor Shellstrop","No one from my high school."
"14323",32,"Eleanor Shellstrop","I will tell you that much."
"14324",32,"Chidi Anagonye","Well, before we do anything, I have to break things off with Simone."
"14325",32,"Chidi Anagonye","If I slip up and tell her about the universe, it could doom her for eternity."
"14326",32,"Chidi Anagonye","And I've avoided talking to her for so long, she assumed I had laryngitis and it went too far."
"14327",32,"Chidi Anagonye","And now, I'm on antibiotics."
"14328",32,"Eleanor Shellstrop","Okay, settle down."
"14329",32,"Eleanor Shellstrop","Your moral code means you can't lie, right?"
"14330",32,"Eleanor Shellstrop","You need to just ghost her."
"14331",32,"Eleanor Shellstrop","Disappear, block her number."
"14332",32,"Eleanor Shellstrop","Bonus, anything she left in your apartment now legally belongs to you."
"14333",32,"Eleanor Shellstrop","I've done that to dozens of people, and all of them got over it."
"14334",32,"Janet","Actually, none of your exes have ever gotten over you."
"14335",32,"Eleanor Shellstrop","You're damn right they didn't."
"14336",32,"Chidi Anagonye","I just wish I could end things in a way that I knew wouldn't hurt her."
"14337",32,"Janet","Bing!"
"14338",32,"Janet","I usually appear out of thin air and there would be a pleasant ""bing"" sound, but I don't have my powers, so I'm doing my own bings now."
"14339",32,"Janet","Bing!"
"14340",32,"Janet","Chidi, what if I could create a virtual reality simulation where you could practice different breakup scenarios?"
"14341",32,"Chidi Anagonye","You can do that?"
"14342",32,"Janet","I think so."
"14343",32,"Janet","I do know everything about you, and Simone, and computer programming, and virtual reality, and artificial intelligence, and the human brain, and everything else!"
"14344",32,"Janet","I'm kind of a nerd."
"14345",32,"Janet","I'll start building the simulator now."
"14346",32,"Janet","Bing!"
"14347",32,"Janet","Don't… turn around."
"14348",32,"Janet","It's embarrassing."
"14349",32,"Janet","Bing!"
"14350",32,"Jason Mendoza","Jacksonville!"
"14351",32,"Jason Mendoza","What up?"
"14352",32,"Jason Mendoza","Duval!"
"14353",32,"Floridians","Duval!"
"14354",32,"Tahani Al-Jamil","Poor Larry."
"14355",32,"Tahani Al-Jamil","But, ""If you love someone, set them free."""
"14356",32,"Tahani Al-Jamil","A good friend and yoga pupil, Sting, no last initial, told me that."
"14357",32,"Jason Mendoza","I can't wait to show you guys all the cool sights in Jacksonville."
"14358",32,"Jason Mendoza","Like, that swamp is where me, Pillboi and Donkey Doug used to stand and try and blind pilots with laser pointers."
"14359",32,"Michael","Yeah, maybe we should do the tour after we, you know, save your father's soul."
"14360",32,"Tahani Al-Jamil","Oh, I've been meaning to ask: why are you trying to save your father?"
"14361",32,"Tahani Al-Jamil","I've heard you mention your friend Pillboi many times, but you've not mentioned your father once."
"14362",32,"Jason Mendoza","What do you mean?"
"14363",32,"Jason Mendoza","I talk about Donkey Doug all the time."
"14364",32,"Tahani Al-Jamil","I'm sorry, the man you call ""Donkey Doug"" is your father?"
"14365",32,"Jason Mendoza","Yeah!"
"14366",32,"Tahani Al-Jamil","The Donkey Doug with whom you tried to blind airline pilots with laser pointers?"
"14367",32,"Jason Mendoza","Yeah!"
"14368",32,"Tahani Al-Jamil","The Donkey Doug who's banned from Disney World for biting Buzz Lightyear?"
"14369",32,"Jason Mendoza","In his defense, he thought it was someone else."
"14370",32,"Tahani Al-Jamil","Who?"
"14371",32,"Jason Mendoza","So, Michael and I have a plan to save my dad."
"14372",32,"Jason Mendoza","My whole life, Donkey Doug was always getting in trouble because of some get-rich-quick scheme."
"14373",32,"Jason Mendoza","He sold counterfeit Truck Nutz."
"14374",32,"Jason Mendoza","He created a sport that was a cross between dodgeball and horseshoes and everybody died."
"14375",32,"Jason Mendoza","He glued --"
"14376",32,"Tahani Al-Jamil","This should be easy."
"14377",32,"Tahani Al-Jamil","We have plenty of money."
"14378",32,"Jason Mendoza","If we just give him money, he'll blow it."
"14379",32,"Jason Mendoza","He's gotta feel like he did it himself."
"14380",32,"Michael","A few years ago, Donkey Doug was very close to getting his electrician's license."
"14381",32,"Michael","So, if we get him to finish the training, he can earn an honest living and be on his way to getting more Good Place points, which is why we're all here."
"14382",32,"Jason Mendoza","Okay, let's go save my dad."
"14383",32,"Jason Mendoza","Taxi!"
"14384",32,"Porter","Do you need help with your bags?"
"14385",32,"Jason Mendoza","No, I got it."
"14386",32,"Donkey Doug","Oh, dip, Jason!"
"14387",32,"Jason Mendoza","Ah, dip, Donkey Doug!"
"14388",32,"Tahani Al-Jamil","You call him ""Donkey Doug"" in person?"
"14389",32,"Donkey Doug","Me and Jason are cool like that."
"14390",32,"Donkey Doug","I don't think of him as my son."
"14391",32,"Donkey Doug","I think of him as my boy!"
"14392",32,"Jason Mendoza","I mean, I am your boy."
"14393",32,"Donkey Doug","Yeah, but it's more like, ""That's my son right there, son."""
"14394",32,"Donkey Doug","But not, like ""son-son"", but like ""my boy""."
"14395",32,"Donkey Doug","But not, like --"
"14396",32,"Tahani Al-Jamil","Yes, yes, we get it."
"14397",32,"Tahani Al-Jamil","Thank you."
"14398",32,"Jason Mendoza","Oh, this is my friend, Michael."
"14399",32,"Donkey Doug","Oh, crap, you look like a cop."
"14400",32,"Donkey Doug","Are you a cop?"
"14401",32,"Donkey Doug","Because if you are, you have to tell me, and you're not allowed to arrest me for anything you saw before I knew you were a cop."
"14402",32,"Michael","I'm not a police officer."
"14403",32,"Jason Mendoza","Yeah."
"14404",32,"Jason Mendoza","Michael's cool."
"14405",32,"Jason Mendoza","And this is Tahani, who is my wife, I guess."
"14406",32,"Donkey Doug","Dang, nice pull, son!"
"14407",32,"Donkey Doug","How about you and me go check out my Jacuzzi and put stuff in each other?"
"14408",32,"Tahani Al-Jamil","Again, I'm his wife."
"14409",32,"Donkey Doug","Wow."
"14410",32,"Donkey Doug","That's the first time that line has ever failed."
"14411",32,"Donkey Doug","You must really love him."
"14412",32,"Donkey Doug","Welcome to the family!"
"14413",32,"Donkey Doug","Come on in!"
"14414",32,"Janet","This program knows everything about your personality, Simone's personality and all human relationships."
"14415",32,"Janet","It can't tell you exactly what will happen, but it will approximate Simone's reaction to anything you say to her."
"14416",32,"Janet","Plus, it has Tetris!"
"14417",32,"Eleanor Shellstrop","Hmm."
"14418",32,"Eleanor Shellstrop","Would this work with, say, me, and, say, Jason Statham, and, uh, instead of a cafe, it was, say, a room with a futon and a bunch of Red Bull?"
"14419",32,"Janet","Why is it that every time a new thing is invented, humans immediately try to use it for porn?"
"14420",32,"Eleanor Shellstrop","Because we're disgusting."
"14421",32,"Janet","Huh."
"14422",32,"Janet","Eleanor and I will be watching on the monitor."
"14423",32,"Janet","We'll see what you see."
"14424",32,"Janet","Put these in your ears."
"14425",32,"Janet","They'll play a tone that will trick your brain into seeing what I've programmed."
"14426",32,"Chidi Anagonye","Wow."
"14427",32,"Chidi Anagonye","Uh, so, this is… I'm here."
"14428",32,"Simone Garnett","Hey, babe!"
"14429",32,"Simone Garnett","What do you want to talk about?"
"14430",32,"Janet","Go ahead, Chidi."
"14431",32,"Janet","Practice what you want to say to her."
"14432",32,"Chidi Anagonye","Right."
"14433",32,"Chidi Anagonye","Um… Simone, this has been the best year of my life, because of you."
"14434",32,"Chidi Anagonye","Unfortunately, I have come to learn some information, and it means that we have to end this relationship."
"14435",32,"Simone Garnett","What information?"
"14436",32,"Chidi Anagonye","I… can't say."
"14437",32,"Simone Garnett","Why not?"
"14438",32,"Chidi Anagonye","Uh, I… I… can't say."
"14439",32,"Simone Garnett","Well, you've either gone crazy or you're too much of a coward to tell me how you feel."
"14440",32,"Simone Garnett","Which is it?"
"14441",32,"Chidi Anagonye","I… I… can't, because of… Janet!"
"14442",32,"Simone Garnett","Who's Janet?"
"14443",32,"Simone Garnett","And why are you screaming her name into the sky?"
"14444",32,"Simone Garnett","You know what?"
"14445",32,"Simone Garnett","Whatever."
"14446",32,"Simone Garnett","Goodbye, Chidi."
"14447",32,"Chidi Anagonye","No, no, wait…"
"14448",32,"Chidi Anagonye","So, that didn't go great."
"14449",32,"Eleanor Shellstrop","I disagree."
"14450",32,"Eleanor Shellstrop","I thought it was hilarious."
"14451",32,"Michael","So, Donkey Doug, Jason told us about your electrician license, and we have a career opportunity for you."
"14452",32,"Donkey Doug","Yo, later for that."
"14453",32,"Donkey Doug","I got a business proposition for you."
"14454",32,"Donkey Doug","Pillboi!"
"14455",32,"Pillboi","Oh, dip, Jason."
"14456",32,"Jason Mendoza","Oh, dip, Pillboi."
"14457",32,"Donkey Doug","Oh, dip, Pillboi."
"14458",32,"Pillboi","Oh, dip, Donkey Doug."
"14459",32,"Donkey Doug","Oh, dip, Jason."
"14460",32,"Michael","This is remarkable."
"14461",32,"Tahani Al-Jamil","It explains so much."
"14462",32,"Pillboi","Jason, I thought you were dead."
"14463",32,"Jason Mendoza","I was alive."
"14464",32,"Jason Mendoza","I was in Australia."
"14465",32,"Jason Mendoza","I talked to you on the phone last week."
"14466",32,"Pillboi","Yeah, but I forgot."
"14467",32,"Jason Mendoza","Oh."
"14468",32,"Donkey Doug","Me and Pillboi have been cooking up something real special."
"14469",32,"Donkey Doug","And this time, it's not fake meth."
"14470",32,"Donkey Doug","All right, Pillboi, tell 'em about our new product."
"14471",32,"Pillboi","Sharks, how much do you spend on energy drinks and body spray in one week?"
"14472",32,"Pillboi","Three hundred dollars?"
"14473",32,"Pillboi","Ten hundred dollars?"
"14474",32,"Pillboi","What if I told you there was a product that combined these two things for one solution to all of life's problems and more?"
"14475",32,"Pillboi","I give to you Double Trouble."
"14476",32,"Pillboi","The world's first energy drink/body spray."
"14477",32,"Michael","So, uh, do you spray it on yourself or do you drink it?"
"14478",32,"Pillboi","You both it!"
"14479",32,"Donkey Doug","This is the one, Jason."
"14480",32,"Donkey Doug","We're gonna be so rich!"
"14481",32,"Donkey Doug","I'll finally be able to pay to have my calf implants moved back up from my feet."
"14482",32,"Michael","This is gonna be a lot tougher than we thought."
"14483",32,"Jason Mendoza","Tell me about it."
"14484",32,"Jason Mendoza","Double Trouble sounds amazing."
"14485",32,"Jason Mendoza","We should bid fast."
"14486",32,"Jason Mendoza","The other sharks are gonna want in."
"14487",32,"Chidi Anagonye","So, I just have to be simple, honest and declarative, and somehow, still protect her feelings."
"14488",32,"Eleanor Shellstrop","I don't know, man."
"14489",32,"Eleanor Shellstrop","Maybe just tell her that you're gay."
"14490",32,"Chidi Anagonye","I'm not gay."
"14491",32,"Eleanor Shellstrop","Fine, bi."
"14492",32,"Chidi Anagonye","I'm not bi either."
"14493",32,"Eleanor Shellstrop","Why not?"
"14494",32,"Eleanor Shellstrop","More guys should be bi."
"14495",32,"Eleanor Shellstrop","It's 2018."
"14496",32,"Eleanor Shellstrop","It's like, get over yourselves."
"14497",32,"Chidi Anagonye","Is there any way I can try a bunch of different things in a row to see what works?"
"14498",32,"Janet","Bing!"
"14499",32,"Janet","Sure."
"14500",32,"Janet","If you want to reset, just snap your fingers."
"14501",32,"Janet","Also, I made some modifications to the tone, so it should make your transition easier."
"14502",32,"Chidi Anagonye","Oh."
"14503",32,"Simone Garnett","Hey, babe."
"14504",32,"Simone Garnett","What did you want to talk about?"
"14505",32,"Chidi Anagonye","Well, I don't love you anymore."
"14506",32,"Simone Garnett","What?"
"14507",32,"Chidi Anagonye","No, no, no, you don't understand."
"14508",32,"Chidi Anagonye","I don't technically love you, in the same way, because of circumstances."
"14509",32,"Simone Garnett","What?"
"14510",32,"Chidi Anagonye","Hang on."
"14511",32,"Chidi Anagonye","I don't know how to tell you this, but I'm dying."
"14512",32,"Simone Garnett","No, you're not."
"14513",32,"Chidi Anagonye","Yes, I am."
"14514",32,"Chidi Anagonye","Because we're all dying, slowly, when you think about it."
"14515",32,"Chidi Anagonye","We start dying the moment we're born, so, not a lie."
"14516",32,"Chidi Anagonye","Okay."
"14517",32,"Chidi Anagonye","Here it is."
"14518",32,"Chidi Anagonye","I'm just going to be perfectly honest."
"14519",32,"Chidi Anagonye","My real name is Special Agent Rick Justice, FBI."
"14520",32,"Chidi Anagonye","Nope!"
"14521",32,"Chidi Anagonye","Simone, the last year has been truly amazing."
"14522",32,"Chidi Anagonye","And with that in mind… will you marry me?"
"14523",32,"Simone Garnett","Yes!"
"14524",32,"Simone Garnett","Yes, of course I will!"
"14525",32,"Simone Garnett","Oh!"
"14526",32,"Chidi Anagonye","Wait, what am I doing?"
"14527",32,"Chidi Anagonye","Why did I think this would work?"
"14528",32,"Janet","Chidi, I'm gonna go ahead and reboot this one myself."
"14529",32,"Chidi Anagonye","Yeah, good call."
"14530",32,"Chidi Anagonye","So, Simone…"
"14531",32,"Eleanor Shellstrop","Wait, before you say anything, I think we should break up."
"14532",32,"Chidi Anagonye","You do?"
"14533",32,"Eleanor Shellstrop","Yes."
"14534",32,"Eleanor Shellstrop","I love and respect you very much, but we're heading in different directions."
"14535",32,"Eleanor Shellstrop","And don't worry, we don't have to make a big thing of it."
"14536",32,"Chidi Anagonye","Oh, my God."
"14537",32,"Chidi Anagonye","Okay."
"14538",32,"Chidi Anagonye","This is the one."
"14539",32,"Chidi Anagonye","Remember everything."
"14540",32,"Chidi Anagonye","Right leg crossed over left, coffee's right there."
"14541",32,"Eleanor Shellstrop","Oh, one more thing."
"14542",32,"Eleanor Shellstrop","Suck it, ya doink!"
"14543",32,"Chidi Anagonye","Sorry?"
"14544",32,"Eleanor Shellstrop","This is Eleanor, you idiot!"
"14545",32,"Eleanor Shellstrop","Janet let me mess with the simulator to screw with you!"
"14546",32,"Chidi Anagonye","Janet!"
"14547",32,"Chidi Anagonye","Come on!"
"14548",32,"Eleanor Shellstrop","Hi, Chidi, this is Janet now."
"14549",32,"Eleanor Shellstrop","Sorry, it won't happen again."
"14550",32,"Chidi Anagonye","Thank you."
"14551",32,"Eleanor Shellstrop","Psych!"
"14552",32,"Eleanor Shellstrop","It's still Eleanor."
"14553",32,"Eleanor Shellstrop","I can't believe you fell for that, ya doink."
"14554",32,"Chidi Anagonye","We need to break up, but here's a puppy!"
"14555",32,"Simone Garnett","Aw!"
"14556",32,"Simone Garnett","Wait, what?"
"14557",32,"Chidi Anagonye","He's a puppy, it's over between us, and he's cute!"
"14558",32,"Simone Garnett","Do you think I don't hear the bad parts of these sentences?"
"14559",32,"Chidi Anagonye","His name is Martin, I need my keys back and he's a puppy!"
"14560",32,"Eleanor Shellstrop","You are very bad at this."
"14561",32,"Chidi Anagonye","Well, that's because I don't actually want to break up with her!"
"14562",32,"Eleanor Shellstrop","What, do you need me to break up with her for you, like we're in middle school or something?"
"14563",32,"Chidi Anagonye","Yeah, yeah, yeah, yes, please do that for me."
"14564",32,"Chidi Anagonye","Please."
"14565",32,"Eleanor Shellstrop","Fine."
"14566",32,"Simone Garnett","Hey, Eleanor!"
"14567",32,"Eleanor Shellstrop","Hey."
"14568",32,"Simone Garnett","What did you want to talk about?"
"14569",32,"Eleanor Shellstrop","Well, first of all, you and Chidi are so great together."
"14570",32,"Eleanor Shellstrop","He really loves you and I can see why."
"14571",32,"Eleanor Shellstrop","You're brilliant, charming, obviously gorgeous…"
"14572",32,"Simone Garnett","Aw!"
"14573",32,"Simone Garnett","You're sweet to say that."
"14574",32,"Eleanor Shellstrop","… and your accent is so cute!"
"14575",32,"Simone Garnett","Your accent is so cute!"
"14576",32,"Eleanor Shellstrop","What?"
"14577",32,"Eleanor Shellstrop","I don't think I have an accent."
"14578",32,"Simone Garnett","""I don't think I have an accent!"""
"14579",32,"Eleanor Shellstrop","Stop it!"
"14580",32,"Eleanor Shellstrop","What… is happening?"
"14581",32,"Chidi Anagonye","Nope!"
"14582",32,"Chidi Anagonye","No!"
"14583",32,"Chidi Anagonye","This is over."
"14584",32,"Eleanor Shellstrop","Whoa!"
"14585",32,"Eleanor Shellstrop","Man, come on!"
"14586",32,"Eleanor Shellstrop","It was just getting good."
"14587",32,"Michael","Let's remember the mission."
"14588",32,"Michael","Your father needs to focus on long-term stability."
"14589",32,"Tahani Al-Jamil","Also, and perhaps this is less important, but there's an awful lot of dog hair… on the furniture, and I have not seen a dog."
"14590",32,"Donkey Doug","Not bad, right?"
"14591",32,"Donkey Doug","Double Trouble comes in three delicious smell-flavors."
"14592",32,"Donkey Doug","Raspberry-Perspirant, Cedarwood Melon Blast and 24-Hour Lemon Musk Xtreme."
"14593",32,"Donkey Doug","That one is also a lube."
"14594",32,"Jason Mendoza","Look, Donkey Doug, Double Trouble is dope."
"14595",32,"Jason Mendoza","On that much, we can all agree on."
"14596",32,"Jason Mendoza","But you gotta think long-term."
"14597",32,"Jason Mendoza","You were good at electricity stuff."
"14598",32,"Jason Mendoza","You hooked us up with free porno channels every year ever since the third grade."
"14599",32,"Jason Mendoza","It's good, honest work."
"14600",32,"Donkey Doug","""Honest work""?"
"14601",32,"Donkey Doug","Whatever, Dad."
"14602",32,"Tahani Al-Jamil","You're his dad."
"14603",32,"Pillboi","This is huge, J."
"14604",32,"Pillboi","When Double Trouble pops off, I'll be able to quit my job at the old folks' home."
"14605",32,"Pillboi","Buy a big-ass mansion."
"14606",32,"Pillboi","Every day I'd wake up, get out of bed, brush my teeth, rinse, go downstairs, open the fridge, ""Damn, we outta milk"", get in my car --"
"14607",32,"Michael","You don't have to run through the whole imaginary day."
"14608",32,"Donkey Doug","Jason, I believe in Double Trouble."
"14609",32,"Donkey Doug","Why won't you believe in me?"
"14610",32,"Michael","Oh, boy…"
"14611",32,"Tahani Al-Jamil","Well, I suppose a little entrepreneurial spirit never hurt anyone."
"14612",32,"Tahani Al-Jamil","You know, ""Reach for the stars"", as I said to my good friend Elon Musk."
"14613",32,"Tahani Al-Jamil","And then he shot his car into space."
"14614",32,"Tahani Al-Jamil","What a weird creep."
"14615",32,"Tahani Al-Jamil","Why was I friends with him?"
"14616",32,"Michael","Maybe this is what'll put your father on the right path."
"14617",32,"Michael","And, hey, it's not like he's robbing a bank."
"14618",32,"Donkey Doug","Yeah."
"14619",32,"Donkey Doug","It's a factory!"
"14620",32,"Michael","Excuse me?"
"14621",32,"Pillboi","Tonight, we're gonna steal some energy drinks from an energy drink factory, and steal some cologne from a cologne factory."
"14622",32,"Pillboi","So, it's actually two factories."
"14623",32,"Donkey Doug","Then we just gotta bottle it all up!"
"14624",32,"Donkey Doug","Aw, dip, we gotta rob a bottle factory."
"14625",32,"Donkey Doug","Three factories."
"14626",32,"Pillboi","Three factories!"
"14627",32,"Jason Mendoza","Stupid Donkey Doug."
"14628",32,"Jason Mendoza","I mean, two factories I can understand, but three?"
"14629",32,"Michael","You might want to consider the possibility that your father's a lost cause."
"14630",32,"Jason Mendoza","I have an idea, but I need your help."
"14631",32,"Jason Mendoza","Will you guys help me?"
"14632",32,"Michael","I mean, yeah, that's… that's why we're here, Jason."
"14633",32,"Tahani Al-Jamil","What's your idea, darling?"
"14634",32,"Jason Mendoza","We're gonna save Pillboi."
"14635",32,"Chidi Anagonye","Okay, real life."
"14636",32,"Chidi Anagonye","I think I'm ready."
"14637",32,"Chidi Anagonye","I've analyzed the ten most successful scenarios and compiled the statistically most effective breakup strategy."
"14638",32,"Eleanor Shellstrop","Who said you weren't a romantic?"
"14639",32,"Chidi Anagonye","Every girlfriend I've ever had."
"14640",32,"Chidi Anagonye","Oh!"
"14641",32,"Chidi Anagonye","There she is."
"14642",32,"Chidi Anagonye","Okay, wish me luck."
"14643",32,"Chidi Anagonye","Oh, hi."
"14644",32,"Chidi Anagonye","Uh…"
"14645",32,"Simone Garnett","Something wrong?"
"14646",32,"Chidi Anagonye","Uh, no."
"14647",32,"Chidi Anagonye","It's just that we're usually over there."
"14648",32,"Chidi Anagonye","Doesn't matter."
"14649",32,"Chidi Anagonye","Okay, so I've spent a lot of time thinking about everything that's happened in the last year --"
"14650",32,"Jolivia Oowton-Nohn","Hi, there."
"14651",32,"Jolivia Oowton-Nohn","What can I get you to drink?"
"14652",32,"Simone Garnett","Uh, I'll have an iced tea, please."
"14653",32,"Chidi Anagonye","Water, thanks."
"14654",32,"Chidi Anagonye","Um, it's been a time of massive personal and professional growth --"
"14655",32,"Jolivia Oowton-Nohn","Sorry, sugar with that iced tea?"
"14656",32,"Simone Garnett","Yes, please."
"14657",32,"Chidi Anagonye","Um, all in all, it's been overwhelmingly positive, and I think that's due in large part to you."
"14658",32,"Jolivia Oowton-Nohn","Sorry, real quick, I'm gonna go on break, so Helmut will be taking care of you."
"14659",32,"Helmut Deutschermann","Hello!"
"14660",32,"Helmut Deutschermann","Will you be eating with us today?"
"14661",32,"Chidi Anagonye","Just please give us one second!"
"14662",32,"Helmut Deutschermann","Ja, okay."
"14663",32,"Helmut Deutschermann","One!"
"14664",32,"Helmut Deutschermann","That was one second."
"14665",32,"Helmut Deutschermann","That was joke!"
"14666",32,"Chidi Anagonye","Please get out of here, Helmut!"
"14667",32,"Helmut Deutschermann","Okay, ja!"
"14668",32,"Chidi Anagonye","All right, look, just, um… we need to break up!"
"14669",32,"Chidi Anagonye","I am breaking up with you!"
"14670",32,"Simone Garnett","Why?"
"14671",32,"Chidi Anagonye","I can't… it's complicated, but it's happening."
"14672",32,"Chidi Anagonye","Ya dumped!"
"14673",32,"Simone Garnett","Okay."
"14674",32,"Chidi Anagonye","Wait, wait, no."
"14675",32,"Chidi Anagonye","Come back, please!"
"14676",32,"Helmut Deutschermann","Ja, okay, I'm back!"
"14677",32,"Chidi Anagonye","Not you, Helmut!"
"14678",32,"Pillboi","Hey, now, listen, Judy."
"14679",32,"Pillboi","You can’t mix Xannies with these lil' pink fools."
"14680",32,"Pillboi","You'll be tripping balls like Clarence was when he crawled into the ice machine."
"14681",32,"Pillboi","Here, take half of one of these, wash it down with a 5-Hour Energy, and you'll be golden."
"14682",32,"Pillboi","Body high with mild visuals."
"14683",32,"Judy","Thanks, Pillboi."
"14684",32,"Pillboi","Yo, I gotta take off 'cause I gotta go do a robbery."
"14685",32,"Pillboi","I mean, I'm sick."
"14686",32,"Tahani Al-Jamil","Hello, Pillboi."
"14687",32,"Tahani Al-Jamil","I'm here on behalf of Jason."
"14688",32,"Tahani Al-Jamil","You won't be attending the job with Donkey Doug today."
"14689",32,"Tahani Al-Jamil","There's been a change of plans."
"14690",32,"Pillboi","Okay."
"14691",32,"Tahani Al-Jamil","That's it?"
"14692",32,"Tahani Al-Jamil","You don't need any more information?"
"14693",32,"Pillboi","I mean, do you want to tell me?"
"14694",32,"Tahani Al-Jamil","Not really."
"14695",32,"Pillboi","Cool."
"14696",32,"Pillboi","Want some pills?"
"14697",32,"Chidi Anagonye","I hate this."
